"COURSE"	"FACULTY"	"SCHOOL"	"CLOS"
"3169"	"MDIA304"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-A knowledge of the history of news culture within the wider context of the advent of communication and the culture industry., 2-Literacies regarding the logics, imperatives and discourses that characterize the field of news journalism., 3-An understanding of the public sphere roles of journalism and news culture., 4-An understanding of the transformation, in the digital age, of news culture, and its practices and genres., 5-Enhanced literacies in textual and contextual analysis., 6-Enhanced literacies regarding the field of the media."
"3170"	"MDIA305"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Summarise key theories in relation to technology and popular music., 2-Apply key theories and concepts in the analysis of technology and popular music., 3-Formulate an argument around the relationship between technology and popular music."
"3171"	"MDIA306"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Critically evaluate how gender and sexuality are represented and produced in a range of media texts, formats, genres and industries., 2-Demonstrate﻿ the relationship between gender and sexuality, and other frameworks of identity (e.g. race, class, disability) in a range of media texts, formats, genres or industries., 3-Collaborate effectively in order to incorporate different perspectives in the analysis of a media text., 4-Critically reflect ﻿on their own academic development."
"3172"	"MDIA308"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Analyse how Māori identities and worldviews are represented and produced in a range of media texts, formats, genres and industries., 2-Identify and evaluate a range of historical and contemporary Māori media practices., 3-Explain the role played by media in shaping understandings of Māori and non-Māori identities."
"3173"	"MDIA309"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Critically analyse the relationship between ubiquitous and mobile media, society, and culture., 2-Articulate the relationships between technology, industry, production, and consumption., 3-Examine the role of the audience/user in the development and consumption of mobile and ubiquitous media., 4-Identify and examine sources for the study of technology and culture., 5-Demonstrate competency in the literacies of academic research, writing and argumentation."
"3174"	"MDIA310"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Explain how cultural identity acquires meaning for different people in different contexts, 2-Analyse the role that cultural identity plays within everyday practices of media consumption, 3-Theorise how cultural identity is articulated and negotiated in contemporary media cultures"
"3175"	"MDIA312"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Differentiate the various political-economic paradigms and identify their characteristics in academic literature and media discourses., 2-Critically analyse how regulatory and market conditions influence the practices of media institutions., 3-Explain how mediation/communication processes play a role in the exercising of power and political activity., 4-Explain how mediation/communication processes play a role in economic/financial transactions and market activity., 5-Using case study and/or documentary/archival methods, analyse a media, political or economic institution or practice."
"3176"	"MDIA313"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Identify and evaluate the affordances and limitations of various media and communications technologies in relation to their surveillance and monitoring capacities; "
"3177"	"MDIA314"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	""
"3178"	"MDIA321"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Recognise how health and wellbeing circulate as socio-cultural objects.&nbsp;&nbsp;, 2-Critically evaluate how discourses and representations of health and wellbeing are represented and produced in media., 3-Analyse media texts for their role in shaping human subjectivity."
"3179"	"MDIA321"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Recognise how health and wellbeing circulate as socio-cultural objects.&nbsp;&nbsp;, 2-Critically evaluate how discourses and representations of health and wellbeing are represented and produced in media., 3-Analyse media texts for their role in shaping human subjectivity."
"3180"	"MDIA322"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Identify and analyse critically the systemic influences that intervene between the source event and the delivered news product._x000D_
&nbsp;, 2-Identify and analyse critically the procedural influences that intervene between the source event and the delivered news product., 3-Identify and analyse critically the economic and business influences that intervene between the source event and the delivered news product._x000D_
&nbsp;, 4-Identify and analyse critically the political and social influences that intervene between the source event and the delivered news product_x000D_
&nbsp;_x000D_
&nbsp;, 5-Apply theories to a detailed, comparative, critical analysis of news&nbsp;content._x000D_
_x000D_
&nbsp;_x000D_
&nbsp;"
"3181"	"MDIA403"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Understand and analyse advanced theories of popular culture and mass media., 2-Critically evaluate and apply theories of popular culture to a diverse range of mass media forms._x000D_
&nbsp;, 3-Critically reflect on their own relationships to mass media and popular culture through regular blog entries._x000D_
&nbsp;, 4-Discuss, debate and present research&mdash;including their own&mdash;both verbally and in written form._x000D_
&nbsp;"
"3182"	"MDIA404"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Critically examine indicative forms of &lsquo;high-end&rsquo; TV drama and be able to contextualise these within relevant international contexts and national paradigms;, 2-Demonstrate an advanced understanding of the institutional, industrial, and creative influences shaping TV drama design and functions in the current &#39;multiplatform era&#39; in which original drama is produced for internet as well as for broadcast and cable networks;, 3-Analyse TV drama programmes through the application of such key critical perspectives as creative industry, authorship, genre, narrative, and aesthetics; and, 4-Have demonstrated, through one or both &lsquo;research essay&rsquo; assignments, the attainment of the level of expertise required of BA Honours Media Studies students in regard to independent thinking, research and scholarship."
"3183"	"MDIA407"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Identify and describe key concepts related to identity, subjectivity and media, 2-Summarise and apply theory on the topics of identity, subjectivity and media, 3-Construct an argument about the media&rsquo;s role in contributing to identity and subjectivity"
"3184"	"MDIA408"	"Faculty of Humanities & Soc Sc"	"English, Film, Theatre, Media"	"1-Identify and critically discuss the nature and influence of selected theoretical paradigms, in relation to debates surrounding the development and implementation of media policy, 2-Demonstrate the relative importance of history, economics, technology, geographic, and social/cultural factors in the discourse around the selected aspects media policy, 3-Articulate a research question and demonstrate understanding of relevant methodological/ theoretical approaches., 4-Critically evaluate existing research from an informed perspective and, 5-Collect, analyse, and organise information and ideas and to convey those ideas clearly and fluently (in written and spoken forms)."
